Date,BTC_Price,BTC_Volume,ETH_Price,ETH_Volume,NVDA_Close,NVDA_Volume,AMD_Close,AMD_Volume,INTC_Close,INTC_Volume,GPU_Stock_Index,GPU_Launch_Dates,Regulatory_Event_Flag,Military_Spending_Flag,Regulatory_Stringency_Index,Defense_AI_Budget_Billions,Global_Regulatory_Index,Cybersecurity_Threat_Level,BTC_MA_7,BTC_MA_30,ETH_MA_7,GPU_MA_7,BTC_Momentum,ETH_Momentum,GPU_Momentum,NVDA_Momentum,BTC_Volatility,GPU_Volatility,BTC_Price_Lag1,ETH_Price_Lag1,GPU_Price_Lag1,BTC_Volume_MA,BTC_to_GPU_Ratio,ETH_to_GPU_Ratio,Gov_Crypto_Interaction,Military_GPU_Demand,Reg_Stringency_GPU_Impact,GPU_Price_Category,Cluster
2019-02-09,3671.20361328125,6158833645,119.4308853149414,2884650400,3.6736347675323486,461604000.0,23.049999237060547,78129300.0,42.29917144775391,18851200.0,113.35262112900595,0,0,0,20.0,4.2,36.0,40.0,3505.8211844308034,3570.8141927083334,110.13014439174108,114.4142096594292,0.0012063280354683,0.0013678412544197,0.0,0.0,114.40156832201208,1.343263945084485,3666.7802734375,119.26774597167967,113.35262112900595,5712260211.714286,32.10423667630331,1.044408813158786,0.0,0.0,2.829210540067846,Low,0
2019-02-10,3690.188232421875,6282256903,124.80648803710938,3148766590,3.6736347675323486,461604000.0,23.049999237060547,78129300.0,42.29917144775391,18851200.0,113.35262112900595,0,0,0,20.0,4.2,36.0,40.0,3538.1318708147323,3570.9082845052085,112.60354723249164,114.14091548141276,0.005171224791767,0.0450101555221029,0.0,0.0,131.31499640810682,1.335744987579643,3671.20361328125,119.4308853149414,113.35262112900595,5889162971.571428,32.27025490092457,1.091417816267718,0.0,0.0,2.829210540067846,Low,0
2019-02-11,3648.4306640625,6277056434,121.29839324951172,3222473887,3.630990505218506,495180000.0,22.959999084472656,60578700.0,42.238555908203125,18004100.0,112.6264550672153,0,0,0,20.0,4.2,36.0,40.0,3565.17138671875,3570.4792724609374,114.52880314418248,113.6627899347397,-0.011315836951756,-0.0281082725968105,-0.0064062573459523,-0.0116081932506556,131.82826567854707,1.1576479653479803,3690.188232421875,124.80648803710938,113.35262112900595,6024068335.571428,32.10898960021488,1.0675189433460557,0.0,0.0,2.8110858892622903,Low,0
2019-02-12,3653.528564453125,6480384532,122.5722885131836,3149576429,3.74801516532898,591060000.0,22.81999969482422,67595400.0,43.312477111816406,18050100.0,114.2451460553171,0,0,0,20.0,4.2,36.0,40.0,3591.910121372768,3573.831787109375,116.69005584716795,113.58450585667424,0.001397285808619,0.0105021610719233,0.014372209328046,0.0322294040544266,127.35136531373765,1.0847007019430104,3648.4306640625,121.29839324951172,112.6264550672153,6203044762.285714,31.7022337990656,1.063578751111561,0.0,0.0,2.8514874041018845,Low,0
2019-02-13,3632.070556640625,6438903823,122.55360412597656,3386585799,3.790411949157715,605372000.0,22.850000381469727,57544200.0,43.71087646484375,17712800.0,115.00765856922564,0,0,0,20.0,4.2,36.0,40.0,3623.0962262834814,3571.365730794271,119.20924377441406,113.4898598606305,-0.005873228423961,-0.0001524356560008,0.0066743537054898,0.0113117962330906,100.31649194495182,0.882427841902776,3653.528564453125,122.5722885131836,114.2451460553171,6339717303.0,31.308885994567746,1.056426839723213,0.0,0.0,2.87051923962361,Low,0
2019-02-14,3616.880859375,6271044418,121.39020538330078,3331701628,3.831320524215698,827264000.0,23.1299991607666,64441200.0,44.00533676147461,17545400.0,116.2323036719322,0,0,0,20.0,4.2,36.0,40.0,3654.1546805245534,3570.9059163411457,121.61708722795758,114.02420382152972,-0.0041821041273146,-0.0094929786110564,0.0106483787074878,0.0107926461837672,24.693761774604845,1.238175753522353,3632.070556640625,122.55360412597656,115.00765856922564,6520586122.285714,30.852254422097097,1.0354672012844193,0.0,0.0,2.9010856155742517,Low,0
2019-02-15,3620.810791015625,6091952231,122.1003875732422,3021741615,3.90099024772644,1516748000.0,23.68000030517578,78644100.0,44.74150466918945,22520400.0,118.58917199024457,0,0,0,20.0,4.2,36.0,40.0,3647.587611607143,3569.766048177083,122.02175031389508,114.7722825159924,0.0010865526937218,0.0058504076807428,0.0202772228017149,0.0181842586832392,26.799302962028413,2.068374326066384,3616.880859375,121.39020538330078,116.2323036719322,6285775998.0,30.27707885887019,1.0209986869313092,0.0,0.0,2.959911574968101,Low,0
2019-02-16,3629.78759765625,5934744052,123.26021575927734,2905833287,3.90099024772644,1516748000.0,23.68000030517578,78644100.0,44.74150466918945,22520400.0,118.58917199024457,0,0,0,20.0,4.2,36.0,40.0,3641.671037946429,3568.140169270833,122.5687975202288,115.52036121045504,0.0024792255543701,0.0094989721907263,0.0,0.0,25.243150522816165,2.3911255644423166,3620.810791015625,122.1003875732422,118.58917199024457,6253763199.0,30.35214256648878,1.030697125065238,0.0,0.0,2.959911574968101,Low,0
2019-02-17,3673.836181640625,7039512503,133.598876953125,4236081130,3.90099024772644,1516748000.0,23.68000030517578,78644100.0,44.74150466918945,22520400.0,118.58917199024457,0,0,0,20.0,4.2,36.0,40.0,3639.335030691964,3568.673396809896,123.8248530796596,116.26843990491771,0.0121353062126325,0.0838767085564631,0.0,0.0,20.27222932057103,2.4188853906722643,3629.78759765625,123.26021575927734,118.58917199024457,6361942570.428572,30.720475110742605,1.117148607434319,0.0,0.0,2.959911574968101,Low,0
2019-02-18,3915.71435546875,9908216640,146.09837341308594,5387525773,3.90099024772644,1516748000.0,23.68000030517578,78644100.0,44.74150466918945,22520400.0,118.58917199024457,0,0,0,20.0,4.2,36.0,40.0,3677.518415178572,3574.911596679688,127.36770738874164,117.1202566082076,0.0658380400946754,0.0935598917073723,0.0,0.0,106.8977582797788,1.9213121029230729,3673.836181640625,133.598876953125,118.58917199024457,6880679742.714286,32.743050982811155,1.2216689101669158,0.0,0.0,2.959911574968101,Low,0
2019-02-19,3947.094482421875,9933626655,145.34619140625,5310842625,3.883634805679321,551892000.0,23.950000762939453,57517900.0,44.51632690429688,15611800.0,118.84602567781576,0,0,0,20.0,4.2,36.0,40.0,3719.4564034598216,3586.4476236979167,130.6211220877511,117.7775251257074,0.0080138958321356,-0.0051484625684995,0.002165911805104,-0.0044489837054153,146.25717271097176,1.5185873941831167,3915.71435546875,146.09837341308594,118.58917199024457,7374000046.0,32.934713188011095,1.212774396015324,0.0,0.0,2.966322482390389,Low,0
2019-02-20,3999.820556640625,8693373948,149.55433654785156,4500094965,3.9309895038604736,540988000.0,23.950000762939453,57091600.0,44.50766754150391,21607700.0,119.4026010145442,1,0,0,20.0,4.2,36.0,40.0,3771.992117745536,3600.5738932291665,134.4783695765904,118.4053740464672,0.0133581991648696,0.0289525656013893,0.0046831632236259,0.0121933962770914,173.20254359773563,1.003825771345068,3947.094482421875,145.34619140625,118.84602567781576,7696067206.714286,33.220383305153526,1.2421188187602852,0.0,0.0,2.980214254749334,Low,0
2019-02-21,3954.1181640625,7775128102,146.13084411621094,3995766856,3.862065315246582,448548000.0,23.920000076293945,49608200.0,44.52499008178711,16162100.0,118.53111211729863,1,0,0,20.0,4.2,36.0,40.0,3820.168875558036,3612.2252604166665,138.0127465384347,118.73377525294812,-0.0114261107294547,-0.0228912949678676,-0.0072987429908617,-0.0175335468451909,169.734165178396,0.3121540266564411,3999.820556640625,149.55433654785156,119.4026010145442,7910936304.428572,33.08024240736782,1.2225339623110791,0.0,0.0,2.9584624368462165,Low,0
2019-02-22,4005.526611328125,7826525254,149.0924530029297,3731099284,3.946857929229736,401740000.0,24.36000061035156,52650700.0,45.46035003662109,31934100.0,120.93174142480191,0,0,0,20.0,4.2,36.0,40.0,3875.1282784598216,3626.238712565104,141.86875588553292,119.06842802931348,0.0130012420298555,0.0202668293927292,0.0202531577121085,0.0219552511575635,156.16669167857845,0.8766259789740113,3954.1181640625,146.13084411621094,118.53111211729863,8158732450.571428,32.85056511555217,1.222753413186331,0.0,0.0,3.0183806431650115,Low,0
2019-02-23,4142.52685546875,8922258316,158.79542541503906,4519468458,3.946857929229736,401740000.0,24.36000061035156,52650700.0,45.46035003662109,31934100.0,120.93174142480191,0,0,0,20.0,4.2,36.0,40.0,3948.3767438616073,3644.294091796875,146.9452144077846,119.4030808056788,0.0342028046332711,0.06508023858135,0.0,0.0,141.46895954131816,1.0854447426279816,4005.526611328125,149.0924530029297,120.93174142480191,8585520202.571428,33.97414657629196,1.3023304970426577,0.0,0.0,3.0183806431650115,Low,0
2019-02-24,3810.427490234375,10794227451,135.8526611328125,5957715043,3.946857929229736,401740000.0,24.36000061035156,52650700.0,45.46035003662109,31934100.0,120.93174142480191,0,0,0,20.0,4.2,36.0,40.0,3967.889787946429,3651.316145833333,147.2671835763114,119.73773358204411,-0.0801683071277992,-0.1444800076718942,0.0,0.0,100.89017389197956,1.151777618821264,4142.52685546875,158.79542541503906,120.93174142480191,9121908052.285715,31.250496759158917,1.1141697768385923,0.0,0.0,3.0183806431650115,Low,0
2019-02-25,3882.6962890625,9318796067,139.82286071777344,4914392068,3.9344615936279297,656020000.0,24.709999084472656,63221000.0,45.988651275634766,20711800.0,121.78918880699209,0,0,0,20.0,4.2,36.0,40.0,3963.172921316964,3660.657340494792,146.3706817626953,120.19487884157948,0.0189660606358053,0.0292243048598037,0.0070903418084271,-0.0031408112032614,104.44526302484569,1.250729946265052,3810.427490234375,135.8526611328125,120.93174142480191,9037705113.285715,31.62083182392849,1.1387228963419245,0.0,0.0,3.0397819936329924,Low,0
2019-02-26,3854.35791015625,7931218996,138.0896759033203,3791292839,3.8950400352478014,488464000.0,24.209999084472656,48470100.0,46.10123825073242,16082200.0,120.31573485807807,0,0,0,20.0,4.2,36.0,40.0,3949.924839564732,3669.67041015625,145.33403669084822,120.40483729590268,-0.0072986339379875,-0.0123955754127466,-0.0120983969377536,-0.0100195560287013,112.40291112465404,1.1009523031177078,3882.6962890625,139.82286071777344,121.78918880699209,8751646876.285715,31.77129425680266,1.138266821405033,0.0,0.0,3.003005504469784,Low,0
2019-02-27,3851.04736328125,8301309684,136.12596130371094,4469776860,3.8531394004821777,500256000.0,23.479999542236328,62649300.0,46.109901428222656,17590300.0,118.27304112390536,0,0,0,20.0,4.2,36.0,40.0,3928.6715262276784,3682.356974283854,143.4156973702567,120.24347159723996,-0.0008589100836423,-0.0142205750485229,-0.0169777771509456,-0.0107574336557385,115.4207780361584,1.3310635457393936,3854.35791015625,138.0896759033203,120.31573485807807,8695637695.714285,32.2876597007419,1.1412969772632704,0.0,0.0,2.952021146231833,Low,0
2019-02-28,3854.785400390625,8399767798,136.74624633789062,4535438953,3.828568458557129,324944000.0,23.530000686645508,39384900.0,45.867408752441406,18388800.0,117.96855272362862,0,0,0,20.0,4.2,36.0,40.0,3914.481131417411,3695.912589518229,142.07504054478235,120.16310596957284,0.0009706546704713,0.0045566990178733,-0.0025744531245945,-0.0063768629606222,117.85145529779278,1.4622044676317687,3851.04736328125,136.12596130371094,118.27304112390536,8784871938.0,32.401717194505444,1.1494318726021715,0.0,0.0,2.944421306168046,Low,0
2019-03-01,3859.583740234375,7661247975,136.44361877441406,3756124824,3.882922410964966,357188000.0,23.68000030517578,48084000.0,46.16187286376953,18359300.0,119.07628796481232,0,0,0,20.0,4.2,36.0,40.0,3893.632149832589,3708.359326171875,140.26806422642298,119.89804118957431,0.0012447748305945,-0.0022130593824768,0.0093900892704759,0.0141969388809939,111.81493416169629,1.4678106701388425,3854.785400390625,136.74624633789062,117.96855272362862,8761260898.142857,32.142763618454,1.1363077680615683,0.0,0.0,2.972069685082856,Low,0
2019-03-02,3864.4150390625,7578786076,134.2069549560547,3747176425,3.882922410964966,357188000.0,23.68000030517578,48084000.0,46.16187286376953,18359300.0,119.07628796481232,0,0,0,20.0,4.2,36.0,40.0,3853.9018903459823,3721.9134033203127,136.75542558942522,119.6329764095758,0.0012517668104363,-0.0163925864650168,0.0,0.0,21.87497598259509,1.4166707335138604,3859.583740234375,136.44361877441406,119.07628796481232,8569336292.428572,32.18299886314728,1.1176807447227488,0.0,0.0,2.972069685082856,Low,0
2019-03-03,3847.17578125,7253558152,132.24942016601562,3454374053,3.882922410964966,357188000.0,23.68000030517578,48084000.0,46.16187286376953,18359300.0,119.07628796481232,0,0,0,20.0,4.2,36.0,40.0,3859.151646205357,3733.8877522786456,136.2406768798828,119.3679116295773,-0.0044610264783262,-0.0145859414713644,0.0,0.0,11.785478125362689,1.3021157078486107,3864.4150390625,134.2069549560547,119.07628796481232,8063526392.571428,32.03942965306683,1.1013783187965518,0.0,0.0,2.972069685082856,Low,0
2019-03-04,3761.55712890625,9029175788,127.7741241455078,4008171341,3.891112327575684,409992000.0,23.3700008392334,48147700.0,46.716156005859375,21706100.0,118.78836166097447,0,0,0,20.0,4.2,36.0,40.0,3841.8460518973216,3741.904296875,134.51942879813058,118.93922203728906,-0.0222549364032259,-0.0338398158183974,-0.0024179986524515,0.0021092145924912,35.8407110396246,0.7483207345161405,3847.17578125,132.24942016601562,119.07628796481232,8022152067.0,31.40169108875723,1.0666655956705933,0.0,0.0,2.9648832245893337,Low,0
2019-03-05,3896.375,10174126415,137.8223876953125,4764849990,3.884659767150879,362924000.0,23.5,35462600.0,46.4909782409668,21057700.0,118.87694408957611,0,0,0,20.0,4.2,36.0,40.0,3847.848493303572,3756.3163492838544,134.48124476841517,118.73368049893166,0.0358409739566951,0.0786408329307883,0.000745716393113,-0.0016582817152506,41.37630938753914,0.442203433441215,3761.55712890625,127.7741241455078,118.78836166097447,8342567412.571428,32.50312251110186,1.149698874475203,0.0,0.0,2.967094186613576,Low,0
2019-03-06,3903.942626953125,9175291529,138.7893524169922,4589054219,3.77371883392334,403524000.0,22.40999984741211,60479400.0,45.85874938964844,14740500.0,114.93547794895947,0,0,0,20.0,4.2,36.0,40.0,3855.404959542411,3771.1426350911456,134.86172921316964,118.25688575965366,0.001942222438324,0.0070160206759541,-0.0331558501171317,-0.0285587258286216,46.5628816008151,1.5163599326595534,3896.375,137.8223876953125,118.87694408957611,8467421961.857142,33.673407795600184,1.1971258054251013,0.0,0.0,2.868717656478803,Low,0
2019-03-07,3911.484375,9584165519,138.0345001220703,4339206292,3.704474210739136,450104000.0,22.07999992370605,52186300.0,45.55561447143555,17803000.0,113.26473451471614,0,0,0,20.0,4.2,36.0,40.0,3863.504813058036,3785.9802001953126,135.04576546805245,117.58491172980904,0.0019318286070102,-0.0054388343325785,-0.0145363595650185,-0.0183491739134719,51.1433854529426,2.43151801375945,3903.942626953125,138.7893524169922,114.93547794895947,8636621636.285715,34.23177231025939,1.2080236365866046,0.0,0.0,2.8270169451337104,Low,0
2019-03-08,3901.131591796875,10638638944,135.1270751953125,4678816794,3.73872423171997,422416000.0,22.01000022888184,49967700.0,45.45168685913086,16793900.0,113.47038008332946,0,0,0,20.0,4.2,36.0,40.0,3869.4402204241073,3802.225659179688,134.8576878138951,116.78406774674006,-0.0026467658337827,-0.0210630307943785,0.001815618687444,0.0092455822425605,52.99004858696627,2.759510497245393,3911.484375,138.0345001220703,113.26473451471614,9061963203.285715,34.079834355027224,1.180454499207095,0.0,0.0,2.832149729929016,Low,0
2019-03-09,3963.313720703125,10796103518,137.96533203125,5011918715,3.73872423171997,422416000.0,22.01000022888184,49967700.0,45.45168685913086,16793900.0,113.47038008332946,0,0,0,20.0,4.2,36.0,40.0,3883.568603515625,3821.020393880208,135.39459882463728,115.98322376367106,0.0159395107401667,0.0210043533602357,0.0,0.0,63.557552188216846,2.796610564964338,3901.131591796875,135.1270751953125,113.47038008332946,9521579980.714285,34.62305024075228,1.205249182634121,0.0,0.0,2.832149729929016,Low,0
2019-03-10,3951.599853515625,9713267607,136.75868225097656,4578438499,3.73872423171997,422416000.0,22.01000022888184,49967700.0,45.45168685913086,16793900.0,113.47038008332946,0,0,0,20.0,4.2,36.0,40.0,3898.486328125,3830.5143798828126,136.03877912248885,115.18237978060208,-0.0029555740506511,-0.0087460361418919,0.0,0.0,65.80706465672307,2.5555189794295434,3963.313720703125,137.96533203125,113.47038008332946,9872967045.714285,34.52071925190632,1.1947080297228172,0.0,0.0,2.832149729929016,Low,0
2019-03-11,3905.227294921875,10125901903,133.8340301513672,4689807419,3.999321937561035,859728000.0,22.959999084472656,54420200.0,46.205169677734375,18963000.0,118.94677108927164,0,0,0,20.0,4.2,36.0,40.0,3919.010637555803,3838.3151692708334,136.90447998046875,115.20500969893024,-0.0117351352142838,-0.0213854948839161,0.0482627360719198,0.0697023074422313,26.865475502318464,2.593196718856728,3951.599853515625,136.75868225097656,113.47038008332946,10029642205.0,32.558002682834775,1.1157785152195536,0.0,0.0,2.96883702486074,Low,0
2019-03-12,3909.15625,9809887079,134.44288635253906,4709988000,4.033572673797607,579576000.0,23.489999771118164,56410600.0,46.39571380615234,20782100.0,120.57234119982408,0,0,0,20.0,4.2,36.0,40.0,3920.8365304129466,3845.614103190104,136.42169407435827,115.44720928610852,0.0010060759032475,0.0045493377168965,0.0136663660195737,0.0085641358138475,25.4686811504378,3.0348678204937185,3905.227294921875,133.8340301513672,118.94677108927164,9977608014.142857,32.15498041264716,1.1058673792549585,0.0,0.0,3.009410238294949,Low,0
2019-03-13,3906.71728515625,9469184841,133.26307678222656,4265162099,4.1849684715271,768900000.0,23.3799991607666,56705800.0,47.08857345581055,25522300.0,122.47374062756091,1,0,0,20.0,4.2,36.0,40.0,3921.23291015625,3854.2236572265615,135.6322261265346,116.52410395448015,-0.000623910810357,-0.0087755447857521,0.0157697811024972,0.0375339209115954,25.18191021169321,4.005306791637623,3909.15625,134.44288635253906,120.57234119982408,10019592773.0,31.6400658577296,1.0792827374056289,0.0,0.0,3.0568679790004745,Low,0
2019-03-14,3924.369140625,10480789570,133.7115936279297,4476532147,4.109022617340088,519384000.0,22.81999969482422,42818600.0,46.283111572265625,26647100.0,119.98709724542336,1,0,0,20.0,4.2,36.0,40.0,3923.0735909598216,3863.251676432292,135.01466805594308,117.48444148743832,0.0045183344942361,0.0033656497848693,-0.020303481949648,-0.0181472942278341,24.81886673001917,3.89803350247752,3906.71728515625,133.26307678222656,122.47374062756091,10147681923.142857,32.43626163428306,1.1051723421109492,0.0,0.0,2.9948029151663813,Low,0
2019-03-15,3960.9111328125,9394210605,137.69178771972656,4506861856,4.214504241943359,661484000.0,23.290000915527344,46519900.0,47.05392456054688,46512500.0,122.6152667026618,0,0,0,20.0,4.2,36.0,40.0,3931.613525390625,3874.213028971354,135.3810555594308,118.79085386162868,0.0093115583366554,0.0297670081090521,0.0219037673014352,0.0256707335116965,26.253798963782693,3.860778775320156,3924.369140625,133.7115936279297,119.98709724542336,9969906446.142857,32.04224881332728,1.1138736451616753,0.0,0.0,3.060400381333846,Low,0
2019-03-16,4048.725830078125,9856166973,142.39817810058594,4839003569,4.214504241943359,661484000.0,23.290000915527344,46519900.0,47.05392456054688,46512500.0,122.6152667026618,0,0,0,20.0,4.2,36.0,40.0,3943.815255301339,3888.607861328125,136.01431928362166,120.097266235819,0.0221703275638176,0.0341806178770756,0.0,0.0,51.32216187453124,3.2610166059272934,3960.9111328125,137.69178771972656,122.6152667026618,9835629796.857143,32.75263596540009,1.1519465345902915,0.0,0.0,3.060400381333846,Low,0
2019-03-17,4025.22900390625,8221625400,140.00054931640625,3827157729,4.214504241943359,661484000.0,23.290000915527344,46519900.0,47.05392456054688,46512500.0,122.6152667026618,0,0,0,20.0,4.2,36.0,40.0,3954.333705357143,3902.0884684244793,136.4774431501116,121.40367861000937,-0.0058035113164038,-0.0168374962107034,0.0,0.0,59.99572172019759,1.5428917145898646,4048.725830078125,142.39817810058594,122.6152667026618,9622538053.0,32.562555671932834,1.1325506391791949,0.0,0.0,3.060400381333846,Low,0
2019-03-18,4032.50732421875,9646954186,139.37460327148438,4551739879,4.193158149719238,486992000.0,23.25,34731800.0,46.85473251342773,16274000.0,122.17915694933458,0,0,0,20.0,4.2,36.0,40.0,3972.516566685268,3915.512459309896,137.26895359584265,121.86544801858976,0.0018081754616785,-0.004471025635101,-0.0035567329016603,-0.0050649117900231,61.89006350767268,1.107207014677045,4025.22900390625,140.00054931640625,122.6152667026618,9554116950.571428,32.73692907215934,1.131478788483763,0.0,0.0,3.049515354605301,Low,0
2019-03-19,4071.190185546875,9344919956,140.51919555664062,4251488129,4.360933780670166,854972000.0,26.0,156052200.0,46.91536331176758,18274800.0,130.0378925711218,0,0,0,20.0,4.2,36.0,40.0,3995.6642717633927,3928.757592773437,138.13699776785714,123.21766964306089,0.0095927566196347,0.0082123447047719,0.0643214097887914,0.0400117584313297,64.48968824807584,3.1536393185165545,4032.50732421875,139.37460327148438,122.17915694933458,9487693075.857143,31.06880083054759,1.0723554294065951,0.0,0.0,3.2456644813860813,Low,0
2019-03-20,4087.476318359375,10175916388,140.6863555908203,4664134462,4.328422546386719,719148000.0,25.700000762939453,151292100.0,46.61223602294922,24325300.0,128.86593767675936,0,0,0,20.0,4.2,36.0,40.0,4021.486990792411,3934.4829915364585,139.19746616908483,124.1308406500892,0.0040003370194585,0.0011895886075743,-0.0090124106996078,-0.0074551084512113,58.88366367861106,3.767956521591387,4071.190185546875,140.51919555664062,130.0378925711218,9588654725.428572,31.47458364743217,1.0833199074956308,0.0,0.0,3.2164132200867,Low,0
2019-03-21,4029.326904296875,10831212662,136.6360626220703,5087247796,4.565193176269531,824312000.0,27.88999938964844,129610300.0,47.32241821289063,19127200.0,136.6728510987553,0,0,0,20.0,4.2,36.0,40.0,4036.48095703125,3937.224072265625,139.61524745396204,126.51451977199376,-0.0142262387677489,-0.0287895222798298,0.0605816677606334,0.0547013669172535,40.53716267597867,5.560918864254495,4087.476318359375,140.6863555908203,128.86593767675936,9638715167.142857,29.267403646682407,0.9924691871461188,0.0,0.0,3.411268897166902,Low,0
